"YEAR","EVENT_ID","SITE_ID","STATION","POT_ID","SAMPLE_POT","all_Cnt_cc","all_Kg_cc","lrg_Cnt","lrg_Kg","fem_Cnt","fem_Kg"
"1993","1993P04029","6","A","1","Sample","0","0",0.000000,0.000000,0.000000,0.000000
"1993","1993P04029","6","A","10","Sample","3","0.044",0.000000,0.000000,0.000000,0.000000
"1993","1993P04029","6","A","11","Sample","1","0.032",1.000000,0.032000,0.000000,0.000000
"1993","1993P04029","6","A","2","Sample","14","0.238",3.000000,0.088166,1.000000,0.041793
"1993","1993P04029","6","A","3","Sample","1","0.018",0.000000,0.000000,0.000000,0.000000
"1993","1993P04029","6","A","4","Sample","1","0.018",0.000000,0.000000,0.000000,0.000000
"1993","1993P04029","6","A","5","Sample","1","0.018",1.000000,0.018000,0.000000,0.000000
"1993","1993P04029","6","A","6","Sample","0","0",0.000000,0.000000,0.000000,0.000000
"1993","1993P04029","6","A","7","Sample","0","0",0.000000,0.000000,0.000000,0.000000
"1993","1993P04029","6","A","8","Sample","0","0",0.000000,0.000000,0.000000,0.000000
"1993","1993P04029","6","A","9","Sample","2","0.058",2.000000,0.058000,1.000000,0.034201
"1993","1993P04030","6","B","1","Sample","4","0.076",2.000000,0.056506,0.000000,0.000000
"1993","1993P04030","6","B","10","Sample","4","0.048",0.000000,0.000000,0.000000,0.000000
"1993","1993P04030","6","B","11","Sample","10","0.238",4.000000,0.146675,2.000000,0.095683
"1993","1993P04030","6","B","2","Sample","0","0",0.000000,0.000000,0.000000,0.000000
"1993","1993P04030","6","B","3","Sample","0","0",0.000000,0.000000,0.000000,0.000000
"1993","1993P04030","6","B","4","Sample","2","0.03",0.000000,0.000000,0.000000,0.000000
"1993","1993P04030","6","B","5","Sample","4","0.098",2.000000,0.074095,1.000000,0.053693
"1993","1993P04030","6","B","6","Sample","7","0.158",4.000000,0.120386,1.000000,0.047914
"1993","1993P04030","6","B","7","Sample","7","0.13",3.000000,0.072003,0.000000,0.000000
"1993","1993P04030","6","B","8","Sample","3","0.058",0.000000,0.000000,0.000000,0.000000
"1993","1993P04030","6","B","9","Sample","8","0.132",1.000000,0.048324,1.000000,0.048324
"1993","1993P04031","6","C","1","Sample","0","0",0.000000,0.000000,0.000000,0.000000
"1993","1993P04031","6","C","10","Sample","1","0.014",0.000000,0.000000,0.000000,0.000000
"1993","1993P04031","6","C","11","Sample","4","0.108",1.000000,0.059535,1.000000,0.059535
"1993","1993P04031","6","C","2","Sample","0","0",0.000000,0.000000,0.000000,0.000000
"1993","1993P04031","6","C","3","Sample","0","0",0.000000,0.000000,0.000000,0.000000
"1993","1993P04031","6","C","4","Sample","4","0.086",1.000000,0.033495,0.000000,0.000000
"1993","1993P04031","6","C","5","Sample","4","0.05",0.000000,0.000000,0.000000,0.000000
"1993","1993P04031","6","C","6","Sample","9","0.126",1.000000,0.021087,0.000000,0.000000
"1993","1993P04031","6","C","7","Sample","0","0",0.000000,0.000000,0.000000,0.000000
"1993","1993P04031","6","C","8","Sample","0","0",0.000000,0.000000,0.000000,0.000000
"1993","1993P04031","6","C","9","Sample","0","0",0.000000,0.000000,0.000000,0.000000
"1993","1993P04022","7","A","1","Sample","0","0",0.000000,0.000000,0.000000,0.000000
"1993","1993P04022","7","A","10","Sample","1","0.01",0.000000,0.000000,0.000000,0.000000
"1993","1993P04022","7","A","11","Sample","0","0",0.000000,0.000000,0.000000,0.000000
"1993","1993P04022","7","A","2","Sample","2","0.082",1.000000,0.068870,1.000000,0.068870
"1993","1993P04022","7","A","3","Sample","1","0.02",0.000000,0.000000,0.000000,0.000000
"1993","1993P04022","7","A","5","Sample","3","0.048",0.000000,0.000000,0.000000,0.000000
"1993","1993P04022","7","A","6","Sample","1","0.04",1.000000,0.040000,0.000000,0.000000
"1993","1993P04022","7","A","7","Sample","1","0.01",0.000000,0.000000,0.000000,0.000000
"1993","1993P04022","7","A","8","Sample","0","0",0.000000,0.000000,0.000000,0.000000
"1993","1993P04022","7","A","9","Sample","1","0.046",1.000000,0.046000,1.000000,0.046000
"1993","1993P04024","7","B","1","Sample","19","0.318",3.000000,0.114985,1.000000,0.065981
"1993","1993P04024","7","B","10","Sample","0","0",0.000000,0.000000,0.000000,0.000000
"1993","1993P04024","7","B","11","Sample","0","0",0.000000,0.000000,0.000000,0.000000
"1993","1993P04024","7","B","2","Sample","6","0.072",1.000000,0.023003,0.000000,0.000000
"1993","1993P04024","7","B","3","Sample","0","0",0.000000,0.000000,0.000000,0.000000
"1993","1993P04024","7","B","4","Sample","5","0.098",1.000000,0.059224,1.000000,0.059224
"1993","1993P04024","7","B","5","Sample","1","0.01",0.000000,0.000000,0.000000,0.000000
"1993","1993P04024","7","B","6","Sample","16","0.21",2.000000,0.064293,0.000000,0.000000
"1993","1993P04024","7","B","7","Sample","24","0.672",11.000000,0.545109,8.000000,0.463714
"1993","1993P04024","7","B","8","Sample","8","0.138",1.000000,0.056877,1.000000,0.056877
"1993","1993P04024","7","B","9","Sample","10","0.34",7.000000,0.305013,4.000000,0.191686
"1993","1993P04021","7","C","1","Sample","2","0.046",1.000000,0.038431,0.000000,0.000000
"1993","1993P04021","7","C","10","Sample","0","0",0.000000,0.000000,0.000000,0.000000
"1993","1993P04021","7","C","11","Sample","0","0",0.000000,0.000000,0.000000,0.000000
"1993","1993P04021","7","C","2","Sample","5","0.114",3.000000,0.082133,0.000000,0.000000
"1993","1993P04021","7","C","3","Sample","0","0",0.000000,0.000000,0.000000,0.000000
"1993","1993P04021","7","C","4","Sample","1","0.016",0.000000,0.000000,0.000000,0.000000
"1993","1993P04021","7","C","5","Sample","1","0.016",0.000000,0.000000,0.000000,0.000000
"1993","1993P04021","7","C","6","Sample","18","0.398",7.000000,0.290881,4.000000,0.193122
"1993","1993P04021","7","C","7","Sample","0","0",0.000000,0.000000,0.000000,0.000000
"1993","1993P04021","7","C","8","Sample","1","0.03",1.000000,0.030000,0.000000,0.000000
"1993","1993P04021","7","C","9","Sample","0","0",0.000000,0.000000,0.000000,0.000000
"1993","1993P04023","7","D","1","Sample","2","0.018",0.000000,0.000000,0.000000,0.000000
"1993","1993P04023","7","D","10","Sample","15","0.25",2.000000,0.119779,2.000000,0.119779
"1993","1993P04023","7","D","11","Sample","0","0",0.000000,0.000000,0.000000,0.000000
"1993","1993P04023","7","D","2","Sample","1","0.01",0.000000,0.000000,0.000000,0.000000
"1993","1993P04023","7","D","3","Sample","9","0.232",4.000000,0.179467,3.000000,0.140171
"1993","1993P04023","7","D","4","Sample","4","0.05",0.000000,0.000000,0.000000,0.000000
"1993","1993P04023","7","D","5","Sample","7","0.126",1.000000,0.049173,1.000000,0.049173
"1993","1993P04023","7","D","6","Sample","5","0.11",2.000000,0.080645,1.000000,0.041990
"1993","1993P04023","7","D","7","Sample","10","0.218",3.000000,0.124008,2.000000,0.096336
"1993","1993P04023","7","D","8","Sample","5","0.212",4.000000,0.196770,3.000000,0.153772
"1993","1993P04023","7","D","9","Sample","9","0.226",4.000000,0.168595,2.000000,0.094620
"1993","1993P04025","8","A","1","Sample","16","0.536",11.000000,0.486695,6.000000,0.328905
"1993","1993P04025","8","A","10","Sample","8","0.246",6.000000,0.207810,2.000000,0.091751
"1993","1993P04025","8","A","11","Sample","3","0.086",1.000000,0.052501,1.000000,0.052501
"1993","1993P04025","8","A","2","Sample","6","0.24",6.000000,0.240000,2.000000,0.099959
"1993","1993P04025","8","A","3","Sample","0","0",0.000000,0.000000,0.000000,0.000000
"1993","1993P04025","8","A","4","Sample","0","0",0.000000,0.000000,0.000000,0.000000
"1993","1993P04025","8","A","5","Sample","0","0",0.000000,0.000000,0.000000,0.000000
"1993","1993P04025","8","A","7","Sample","0","0",0.000000,0.000000,0.000000,0.000000
"1993","1993P04025","8","A","8","Sample","3","0.034",0.000000,0.000000,0.000000,0.000000
"1993","1993P04025","8","A","9","Sample","13","0.39",9.000000,0.347418,5.000000,0.246812
"1993","1993P04026","8","B","1","Sample","0","0",0.000000,0.000000,0.000000,0.000000
"1993","1993P04026","8","B","10","Sample","0","0",0.000000,0.000000,0.000000,0.000000
"1993","1993P04026","8","B","11","Sample","0","0",0.000000,0.000000,0.000000,0.000000
"1993","1993P04026","8","B","2","Sample","3","0.072",2.000000,0.065049,0.000000,0.000000
"1993","1993P04026","8","B","3","Sample","0","0",0.000000,0.000000,0.000000,0.000000
"1993","1993P04026","8","B","4","Sample","0","0",0.000000,0.000000,0.000000,0.000000
"1993","1993P04026","8","B","5","Sample","0","0",0.000000,0.000000,0.000000,0.000000
"1993","1993P04026","8","B","6","Sample","3","0.1",3.000000,0.100000,0.000000,0.000000
"1993","1993P04026","8","B","7","Sample","0","0",0.000000,0.000000,0.000000,0.000000
"1993","1993P04026","8","B","8","Sample","0","0",0.000000,0.000000,0.000000,0.000000
"1993","1993P04026","8","B","9","Sample","0","0",0.000000,0.000000,0.000000,0.000000
"1993","1993P04027","8","D","1","Sample","27","0.308",0.000000,0.000000,0.000000,0.000000
"1993","1993P04027","8","D","10","Sample","12","0.152",2.000000,0.044010,0.000000,0.000000
"1993","1993P04027","8","D","11","Sample","12","0.118",0.000000,0.000000,0.000000,0.000000
"1993","1993P04027","8","D","2","Sample","9","0.13",2.000000,0.051040,0.000000,0.000000
"1993","1993P04027","8","D","3","Sample","15","0.176",1.000000,0.019895,0.000000,0.000000
"1993","1993P04027","8","D","4","Sample","6","0.062",0.000000,0.000000,0.000000,0.000000
"1993","1993P04027","8","D","5","Sample","8","0.076",0.000000,0.000000,0.000000,0.000000
"1993","1993P04027","8","D","6","Sample","14","0.182",2.000000,0.063150,0.000000,0.000000
"1993","1993P04027","8","D","7","Sample","3","0.032",0.000000,0.000000,0.000000,0.000000
"1993","1993P04027","8","D","8","Sample","3","0.028",0.000000,0.000000,0.000000,0.000000
"1993","1993P04027","8","D","9","Sample","1","0.012",0.000000,0.000000,0.000000,0.000000
"1994","1994P04002","1","A","1","Sample","3","0.066",1.000000,0.029353,0.000000,0.000000
"1994","1994P04002","1","A","10","Sample","4","0.076",2.000000,0.042482,0.000000,0.000000
"1994","1994P04002","1","A","11","Sample","11","0.282",7.000000,0.210936,1.000000,0.042296
"1994","1994P04002","1","A","2","Sample","18","0.364",11.000000,0.244092,0.000000,0.000000
"1994","1994P04002","1","A","3","Sample","1","0.014",0.000000,0.000000,0.000000,0.000000
"1994","1994P04002","1","A","4","Sample","0","0",0.000000,0.000000,0.000000,0.000000
"1994","1994P04002","1","A","5","Sample","10","0.27",9.000000,0.256038,1.000000,0.057294
"1994","1994P04002","1","A","6","Sample","19","0.488",10.000000,0.328082,3.000000,0.154149
"1994","1994P04002","1","A","7","Sample","40","0.956",20.000000,0.603534,4.000000,0.205945
"1994","1994P04002","1","A","8","Sample","3","0.068",1.000000,0.036528,0.000000,0.000000
"1994","1994P04002","1","A","9","Sample","13","0.292",10.000000,0.237357,0.000000,0.000000
"1994","1994P04001","1","B","1","Sample","4","0.122",3.000000,0.111045,1.000000,0.058356
"1994","1994P04001","1","B","10","Sample","3","0.05",1.000000,0.019787,0.000000,0.000000
"1994","1994P04001","1","B","11","Sample","0","0",0.000000,0.000000,0.000000,0.000000
"1994","1994P04001","1","B","2","Sample","4","0.138",4.000000,0.138000,2.000000,0.090834
"1994","1994P04001","1","B","3","Sample","2","0.036",1.000000,0.020470,0.000000,0.000000
"1994","1994P04001","1","B","4","Sample","1","0.014",0.000000,0.000000,0.000000,0.000000
"1994","1994P04001","1","B","5","Sample","0","0",0.000000,0.000000,0.000000,0.000000
"1994","1994P04001","1","B","6","Sample","1","0.026",1.000000,0.026000,0.000000,0.000000
"1994","1994P04001","1","B","7","Sample","7","0.128",3.000000,0.064181,0.000000,0.000000
"1994","1994P04001","1","B","8","Sample","1","0.022",1.000000,0.022000,0.000000,0.000000
"1994","1994P04001","1","B","9","Sample","8","0.188",5.000000,0.132365,1.000000,0.049158
"1994","1994P04003","1","C","1","Sample","2","0.042",1.000000,0.022650,0.000000,0.000000
"1994","1994P04003","1","C","10","Sample","1","0.016",0.000000,0.000000,0.000000,0.000000
"1994","1994P04003","1","C","11","Sample","12","0.15",2.000000,0.053373,0.000000,0.000000
"1994","1994P04003","1","C","2","Sample","3","0.06",1.000000,0.031111,0.000000,0.000000
"1994","1994P04003","1","C","3","Sample","0","0",0.000000,0.000000,0.000000,0.000000
"1994","1994P04003","1","C","4","Sample","0","0",0.000000,0.000000,0.000000,0.000000
"1994","1994P04003","1","C","5","Sample","1","0.024",1.000000,0.024000,0.000000,0.000000
"1994","1994P04003","1","C","6","Sample","15","0.214",4.000000,0.107506,0.000000,0.000000
"1994","1994P04003","1","C","7","Sample","4","0.082",3.000000,0.070808,0.000000,0.000000
"1994","1994P04003","1","C","8","Sample","5","0.04",0.000000,0.000000,0.000000,0.000000
"1994","1994P04003","1","C","9","Sample","6","0.17",4.000000,0.144625,1.000000,0.050631
"1994","1994P04004","1","D","1","Sample","17","0.232",3.000000,0.097842,1.000000,0.048870
"1994","1994P04004","1","D","10","Sample","13","0.442",10.000000,0.385709,3.000000,0.151770
"1994","1994P04004","1","D","11","Sample","20","0.692",16.000000,0.623483,7.000000,0.358685
"1994","1994P04004","1","D","2","Sample","24","0.54",13.000000,0.370784,1.000000,0.047145
"1994","1994P04004","1","D","3","Sample","11","0.264",5.000000,0.183604,2.000000,0.101526
"1994","1994P04004","1","D","4","Sample","6","0.106",3.000000,0.066784,0.000000,0.000000
"1994","1994P04004","1","D","5","Sample","7","0.184",5.000000,0.148988,1.000000,0.056296
"1994","1994P04004","1","D","6","Sample","13","0.306",6.000000,0.212630,1.000000,0.066422
"1994","1994P04004","1","D","7","Sample","2","0.052",1.000000,0.039566,0.000000,0.000000
"1994","1994P04004","1","D","8","Sample","14","0.43",11.000000,0.377166,2.000000,0.131525
"1994","1994P04004","1","D","9","Sample","12","0.288",6.000000,0.196336,1.000000,0.060308
"1994","1994P04005","2","A","1","Sample","1","0.022",1.000000,0.022000,0.000000,0.000000
"1994","1994P04005","2","A","10","Sample","3","0.044",0.000000,0.000000,0.000000,0.000000
"1994","1994P04005","2","A","11","Sample","1","0.052",1.000000,0.052000,0.000000,0.000000
"1994","1994P04005","2","A","2","Sample","20","0.406",7.000000,0.198717,1.000000,0.061480
"1994","1994P04005","2","A","3","Sample","9","0.194",2.000000,0.079073,1.000000,0.057894
"1994","1994P04005","2","A","4","Sample","1","0.02",1.000000,0.020000,0.000000,0.000000
"1994","1994P04005","2","A","5","Sample","5","0.126",1.000000,0.060173,1.000000,0.060173
"1994","1994P04005","2","A","6","Sample","7","0.158",2.000000,0.078802,1.000000,0.051042
"1994","1994P04005","2","A","7","Sample","21","0.344",4.000000,0.096823,0.000000,0.000000
"1994","1994P04005","2","A","8","Sample","6","0.096",2.000000,0.042606,0.000000,0.000000
"1994","1994P04005","2","A","9","Sample","12","0.218",2.000000,0.052963,0.000000,0.000000
"1994","1994P04006","2","B","1","Sample","1","0.01",0.000000,0.000000,0.000000,0.000000
"1994","1994P04006","2","B","10","Sample","4","0.076",2.000000,0.041714,0.000000,0.000000
"1994","1994P04006","2","B","11","Sample","14","0.314",9.000000,0.233511,1.000000,0.042962
"1994","1994P04006","2","B","2","Sample","11","0.216",2.000000,0.077666,1.000000,0.053639
"1994","1994P04006","2","B","3","Sample","1","0.02",0.000000,0.000000,0.000000,0.000000
"1994","1994P04006","2","B","4","Sample","5","0.11",2.000000,0.048356,0.000000,0.000000
"1994","1994P04006","2","B","5","Sample","0","0",0.000000,0.000000,0.000000,0.000000
"1994","1994P04006","2","B","6","Sample","4","0.076",2.000000,0.051322,0.000000,0.000000
"1994","1994P04006","2","B","7","Sample","10","0.19",2.000000,0.061760,1.000000,0.037367
"1994","1994P04006","2","B","8","Sample","4","0.082",2.000000,0.048005,0.000000,0.000000
"1994","1994P04006","2","B","9","Sample","2","0.04",1.000000,0.022722,0.000000,0.000000
"1994","1994P04007","2","C","1","Sample","6","0.08",1.000000,0.022200,0.000000,0.000000
"1994","1994P04007","2","C","10","Sample","24","0.656",15.000000,0.507958,4.000000,0.225951
"1994","1994P04007","2","C","11","Sample","29","0.758",18.000000,0.592163,4.000000,0.212949
"1994","1994P04007","2","C","2","Sample","28","0.444",7.000000,0.158335,0.000000,0.000000
"1994","1994P04007","2","C","3","Sample","36","0.688",16.000000,0.431267,2.000000,0.103071
"1994","1994P04007","2","C","4","Sample","21","0.404",9.000000,0.242660,1.000000,0.053382
"1994","1994P04007","2","C","5","Sample","8","0.122",1.000000,0.020731,0.000000,0.000000
"1994","1994P04007","2","C","6","Sample","7","0.138",3.000000,0.074778,0.000000,0.000000
"1994","1994P04007","2","C","7","Sample","16","0.366",8.000000,0.239571,1.000000,0.062979
"1994","1994P04007","2","C","8","Sample","23","0.552",12.000000,0.372893,3.000000,0.136886
"1994","1994P04007","2","C","9","Sample","11","0.268",8.000000,0.212021,0.000000,0.000000
"1994","1994P04008","2","D","1","Sample","4","0.06",1.000000,0.022766,0.000000,0.000000
"1994","1994P04008","2","D","10","Sample","30","0.654",10.000000,0.377241,5.000000,0.258012
"1994","1994P04008","2","D","11","Sample","7","0.118",3.000000,0.067067,0.000000,0.000000
"1994","1994P04008","2","D","2","Sample","0","0",0.000000,0.000000,0.000000,0.000000
"1994","1994P04008","2","D","3","Sample","27","0.46",9.000000,0.229000,1.000000,0.039998
"1994","1994P04008","2","D","4","Sample","11","0.182",2.000000,0.045217,0.000000,0.000000
"1994","1994P04008","2","D","5","Sample","8","0.164",3.000000,0.098388,1.000000,0.051539
"1994","1994P04008","2","D","6","Sample","11","0.224",3.000000,0.091784,1.000000,0.047127
"1994","1994P04008","2","D","7","Sample","20","0.474",8.000000,0.300440,4.000000,0.209966
"1994","1994P04008","2","D","8","Sample","23","0.824",17.000000,0.733426,9.000000,0.511411
"1994","1994P04008","2","D","9","Sample","11","0.218",2.000000,0.073540,1.000000,0.052248
"1994","1994P04009","3","A","1","Sample","0","0",0.000000,0.000000,0.000000,0.000000
"1994","1994P04009","3","A","10","Sample","8","0.138",2.000000,0.075028,1.000000,0.050283
"1994","1994P04009","3","A","11","Sample","2","0.062",1.000000,0.041900,0.000000,0.000000
"1994","1994P04009","3","A","2","Sample","0","0",0.000000,0.000000,0.000000,0.000000
"1994","1994P04009","3","A","3","Sample","0","0",0.000000,0.000000,0.000000,0.000000
"1994","1994P04009","3","A","4","Sample","0","0",0.000000,0.000000,0.000000,0.000000
"1994","1994P04009","3","A","5","Sample","0","0",0.000000,0.000000,0.000000,0.000000
"1994","1994P04009","3","A","6","Sample","0","0",0.000000,0.000000,0.000000,0.000000
"1994","1994P04009","3","A","7","Sample","1","0.024",0.000000,0.000000,0.000000,0.000000
"1994","1994P04009","3","A","8","Sample","0","0",0.000000,0.000000,0.000000,0.000000
"1994","1994P04009","3","A","9","Sample","3","0.042",0.000000,0.000000,0.000000,0.000000
"1994","1994P04010","3","B","1","Sample","2","0.038",0.000000,0.000000,0.000000,0.000000
"1994","1994P04010","3","B","10","Sample","5","0.086",2.000000,0.047990,0.000000,0.000000
"1994","1994P04010","3","B","11","Sample","3","0.128",3.000000,0.128000,1.000000,0.069456
"1994","1994P04010","3","B","2","Sample","1","0.026",1.000000,0.026000,0.000000,0.000000
"1994","1994P04010","3","B","3","Sample","1","0.03",1.000000,0.030000,0.000000,0.000000
"1994","1994P04010","3","B","4","Sample","3","0.112",1.000000,0.070347,1.000000,0.070347
"1994","1994P04010","3","B","5","Sample","7","0.18",4.000000,0.149102,1.000000,0.067047
"1994","1994P04010","3","B","6","Sample","1","0.032",1.000000,0.032000,0.000000,0.000000
"1994","1994P04010","3","B","7","Sample","5","0.124",1.000000,0.047432,1.000000,0.047432
"1994","1994P04010","3","B","8","Sample","17","0.362",6.000000,0.221585,2.000000,0.105705
"1994","1994P04010","3","B","9","Sample","4","0.084",1.000000,0.044258,0.000000,0.000000
"1994","1994P04011","3","C","1","Sample","0","0",0.000000,0.000000,0.000000,0.000000
"1994","1994P04011","3","C","10","Sample","4","0.094",2.000000,0.069311,1.000000,0.046438
"1994","1994P04011","3","C","11","Sample","7","0.132",2.000000,0.057986,0.000000,0.000000
"1994","1994P04011","3","C","2","Sample","2","0.036",1.000000,0.020347,0.000000,0.000000
"1994","1994P04011","3","C","3","Sample","18","0.358",6.000000,0.155586,0.000000,0.000000
"1994","1994P04011","3","C","4","Sample","17","0.282",5.000000,0.132258,0.000000,0.000000
"1994","1994P04011","3","C","5","Sample","6","0.078",1.000000,0.023973,0.000000,0.000000
"1994","1994P04011","3","C","6","Sample","1","0.016",0.000000,0.000000,0.000000,0.000000
"1994","1994P04011","3","C","7","Sample","4","0.062",0.000000,0.000000,0.000000,0.000000
"1994","1994P04011","3","C","8","Sample","11","0.166",1.000000,0.021917,0.000000,0.000000
"1994","1994P04011","3","C","9","Sample","35","0.65",8.000000,0.244198,1.000000,0.049313
"1994","1994P04012","3","D","1","Sample","0","0",0.000000,0.000000,0.000000,0.000000
"1994","1994P04012","3","D","10","Sample","5","0.158",3.000000,0.124501,1.000000,0.061134
"1994","1994P04012","3","D","11","Sample","2","0.056",1.000000,0.037892,0.000000,0.000000
"1994","1994P04012","3","D","2","Sample","0","0",0.000000,0.000000,0.000000,0.000000
"1994","1994P04012","3","D","3","Sample","0","0",0.000000,0.000000,0.000000,0.000000
"1994","1994P04012","3","D","4","Sample","8","0.126",1.000000,0.025611,0.000000,0.000000
"1994","1994P04012","3","D","5","Sample","3","0.052",1.000000,0.023678,0.000000,0.000000
"1994","1994P04012","3","D","6","Sample","25","0.392",4.000000,0.096339,0.000000,0.000000
"1994","1994P04012","3","D","7","Sample","4","0.084",1.000000,0.033057,0.000000,0.000000
"1994","1994P04012","3","D","8","Sample","17","0.366",6.000000,0.189650,1.000000,0.050639
"1994","1994P04012","3","D","9","Sample","9","0.204",5.000000,0.143530,1.000000,0.039551
"1994","1994P04013","4","A","1","Sample","0","0",0.000000,0.000000,0.000000,0.000000
"1994","1994P04013","4","A","10","Sample","16","0.402",6.000000,0.278836,5.000000,0.255190
"1994","1994P04013","4","A","11","Sample","17","0.262",3.000000,0.084940,0.000000,0.000000
"1994","1994P04013","4","A","2","Sample","0","0",0.000000,0.000000,0.000000,0.000000
"1994","1994P04013","4","A","3","Sample","0","0",0.000000,0.000000,0.000000,0.000000
"1994","1994P04013","4","A","4","Sample","0","0",0.000000,0.000000,0.000000,0.000000
"1994","1994P04013","4","A","5","Sample","3","0.03",0.000000,0.000000,0.000000,0.000000
"1994","1994P04013","4","A","6","Sample","7","0.128",1.000000,0.050070,1.000000,0.050070
"1994","1994P04013","4","A","7","Sample","36","0.45",3.000000,0.095551,1.000000,0.048329
"1994","1994P04013","4","A","8","Sample","24","0.392",5.000000,0.127494,0.000000,0.000000
"1994","1994P04013","4","A","9","Sample","4","0.05",1.000000,0.023821,0.000000,0.000000
"1994","1994P04014","4","B","1","Sample","74","0.842",5.000000,0.137425,1.000000,0.040631
"1994","1994P04014","4","B","10","Sample","4","0.038",0.000000,0.000000,0.000000,0.000000
"1994","1994P04014","4","B","11","Sample","3","0.032",0.000000,0.000000,0.000000,0.000000
"1994","1994P04014","4","B","2","Sample","8","0.162",3.000000,0.077453,0.000000,0.000000
"1994","1994P04014","4","B","3","Sample","49","0.554",2.000000,0.043020,0.000000,0.000000
"1994","1994P04014","4","B","4","Sample","21","0.19",0.000000,0.000000,0.000000,0.000000
"1994","1994P04014","4","B","5","Sample","64","0.612",3.000000,0.061546,0.000000,0.000000
"1994","1994P04014","4","B","6","Sample","25","0.24",0.000000,0.000000,0.000000,0.000000
"1994","1994P04014","4","B","7","Sample","50","0.562",4.000000,0.134714,1.000000,0.059115
"1994","1994P04014","4","B","8","Sample","43","0.488",4.000000,0.122494,1.000000,0.044582
"1994","1994P04014","4","B","9","Sample","54","0.536",3.000000,0.079047,0.000000,0.000000
"1994","1994P04015","4","C","1","Sample","27","0.468",7.000000,0.184843,1.000000,0.049015
"1994","1994P04015","4","C","10","Sample","8","0.088",1.000000,0.023493,0.000000,0.000000
"1994","1994P04015","4","C","11","Sample","5","0.06",1.000000,0.020997,0.000000,0.000000
"1994","1994P04015","4","C","2","Sample","13","0.152",1.000000,0.021486,0.000000,0.000000
"1994","1994P04015","4","C","3","Sample","15","0.15",1.000000,0.019840,0.000000,0.000000
"1994","1994P04015","4","C","4","Sample","15","0.18",2.000000,0.050094,0.000000,0.000000
"1994","1994P04015","4","C","5","Sample","16","0.134",0.000000,0.000000,0.000000,0.000000
"1994","1994P04015","4","C","6","Sample","59","0.512",0.000000,0.000000,0.000000,0.000000
"1994","1994P04015","4","C","7","Sample","28","0.204",0.000000,0.000000,0.000000,0.000000
"1994","1994P04015","4","C","8","Sample","23","0.322",5.000000,0.129930,0.000000,0.000000
"1994","1994P04015","4","C","9","Sample","27","0.34",3.000000,0.098308,1.000000,0.049855
"1994","1994P04016","4","D","1","Sample","0","0",0.000000,0.000000,0.000000,0.000000
"1994","1994P04016","4","D","10","Sample","1","0.02",0.000000,0.000000,0.000000,0.000000
"1994","1994P04016","4","D","11","Sample","9","0.214",9.000000,0.214000,1.800000,0.082556
"1994","1994P04016","4","D","2","Sample","0","0",0.000000,0.000000,0.000000,0.000000
"1994","1994P04016","4","D","3","Sample","0","0",0.000000,0.000000,0.000000,0.000000
"1994","1994P04016","4","D","4","Sample","0","0",0.000000,0.000000,0.000000,0.000000
"1994","1994P04016","4","D","5","Sample","0","0",0.000000,0.000000,0.000000,0.000000
"1994","1994P04016","4","D","6","prevSample","11","0.116",,,,
"1994","1994P04016","4","D","7","prevSample","28","0.278",,,,
"1994","1994P04016","4","D","8","Sample","1","0.01",0.000000,0.000000,0.000000,0.000000
"1994","1994P04016","4","D","9","Sample","0","0",0.000000,0.000000,0.000000,0.000000
"1994","1994P04017","5","A","1","Sample","0","0",0.000000,0.000000,0.000000,0.000000
"1994","1994P04017","5","A","10","Sample","6","0.06",0.000000,0.000000,0.000000,0.000000
"1994","1994P04017","5","A","11","Sample","2","0.016",0.000000,0.000000,0.000000,0.000000
"1994","1994P04017","5","A","2","Sample","26","0.344",3.000000,0.087007,1.000000,0.044852
"1994","1994P04017","5","A","3","Sample","18","0.202",1.000000,0.019238,0.000000,0.000000
"1994","1994P04017","5","A","4","Sample","2","0.022",0.000000,0.000000,0.000000,0.000000
"1994","1994P04017","5","A","5","Sample","11","0.184",1.000000,0.052227,1.000000,0.052227
"1994","1994P04017","5","A","6","Sample","0","0",0.000000,0.000000,0.000000,0.000000
"1994","1994P04017","5","A","7","Sample","0","0",0.000000,0.000000,0.000000,0.000000
"1994","1994P04017","5","A","8","Sample","14","0.148",1.000000,0.020771,0.000000,0.000000
"1994","1994P04017","5","A","9","Sample","27","0.278",1.000000,0.040959,1.000000,0.040959
"1994","1994P04018","5","B","1","Sample","1","0.008",0.000000,0.000000,0.000000,0.000000
"1994","1994P04018","5","B","10","Sample","1","0.01",0.000000,0.000000,0.000000,0.000000
"1994","1994P04018","5","B","11","Sample","2","0.018",0.000000,0.000000,0.000000,0.000000
"1994","1994P04018","5","B","2","Sample","15","0.156",0.000000,0.000000,0.000000,0.000000
"1994","1994P04018","5","B","3","Sample","27","0.35",5.000000,0.119547,0.000000,0.000000
"1994","1994P04018","5","B","4","Sample","10","0.118",2.000000,0.046356,0.000000,0.000000
"1994","1994P04018","5","B","5","Sample","1","0.05",1.000000,0.050000,1.000000,0.050000
"1994","1994P04018","5","B","6","Sample","2","0.026",0.000000,0.000000,0.000000,0.000000
"1994","1994P04018","5","B","7","Sample","2","0.05",2.000000,0.050000,0.000000,0.000000
"1994","1994P04018","5","B","8","Sample","3","0.038",0.000000,0.000000,0.000000,0.000000
